state,r_ev,d_ev,total vote,r_pct,d_pct,r_votes,d_votes,o_votes,year,other2_votes,other_votes,o_pct,winner
Oregon,0.0,7.0,1827864.0,40.4,56.75,738475.0,1037291.0,52098.0,2008,,52098.0,2.85,DEM
Pennsylvania,0.0,21.0,6015476.0,44.15,54.47,2655885.0,3276363.0,83228.0,2008,,83228.0,1.38,DEM
Rhode Island,0.0,4.0,471766.0,35.06,62.86,165391.0,296571.0,9804.0,2008,,9804.0,2.08,DEM
South Carolina,8.0,0.0,1920969.0,53.87,44.9,1034896.0,862449.0,23624.0,2008,,23624.0,1.23,REP
South Dakota,3.0,0.0,381975.0,53.16,44.75,203054.0,170924.0,7997.0,2008,,7997.0,2.09,REP
Tennessee,11.0,0.0,2601982.0,56.85,41.79,1479178.0,1087437.0,35367.0,2008,,35367.0,1.36,REP
Texas,34.0,0.0,8087791.0,55.38,43.63,4479328.0,3528633.0,79830.0,2008,,79830.0,0.99,REP
Utah,5.0,0.0,958996.0,62.15,34.17,596030.0,327670.0,35296.0,2008,,35296.0,3.68,REP
Vermont,0.0,3.0,325046.0,30.45,67.46,98974.0,219262.0,6810.0,2008,,6810.0,2.1,DEM
Virginia,0.0,13.0,3723260.0,46.33,52.63,1725005.0,1959532.0,38723.0,2008,,38723.0,1.04,DEM
Washington,0.0,11.0,3053261.0,40.26,57.34,1229216.0,1750848.0,73197.0,2008,,73197.0,2.4,DEM
West Virginia,5.0,0.0,715123.0,55.58,42.49,397466.0,303857.0,13800.0,2008,,13800.0,1.93,REP
Wisconsin,0.0,10.0,2983417.0,42.31,56.22,1262393.0,1677211.0,43813.0,2008,,43813.0,1.47,DEM
Wyoming,3.0,0.0,254658.0,64.78,32.54,164958.0,82868.0,6832.0,2008,,6832.0,2.68,REP
Alabama,9.0,0.0,2074338.0,60.55,38.36,1255925.0,795696.0,22717.0,2012,,22717.0,1.1,REP
Alaska,3.0,0.0,300495.0,54.8,40.81,164676.0,122640.0,13179.0,2012,,13179.0,4.39,REP
Arizona,11.0,0.0,2306559.0,53.48,44.45,1233654.0,1025232.0,47673.0,2012,,47673.0,2.07,REP
Arkansas,6.0,0.0,1069468.0,60.57,36.88,647744.0,394409.0,27315.0,2012,,27315.0,2.55,REP
California,0.0,55.0,13055815.0,37.07,60.16,4839958.0,7854285.0,361572.0,2012,,361572.0,2.77,DEM
Colorado,0.0,9.0,2571846.0,46.09,51.45,1185243.0,1323102.0,63501.0,2012,,63501.0,2.47,DEM
Connecticut,0.0,7.0,1558993.0,40.72,58.06,634899.0,905109.0,18985.0,2012,,18985.0,1.22,DEM
Delaware,0.0,3.0,413921.0,39.98,58.61,165484.0,242584.0,5853.0,2012,,5853.0,1.41,DEM
D. C.,0.0,3.0,293764.0,7.28,90.91,21381.0,267070.0,5313.0,2012,,5313.0,1.81,DEM
Florida,0.0,29.0,8492175.0,49.03,49.9,4163447.0,4237756.0,90972.0,2012,,90972.0,1.07,DEM
Georgia,16.0,0.0,3908369.0,53.19,45.39,2078688.0,1773827.0,55854.0,2012,,55854.0,1.43,REP
Hawaii,0.0,4.0,434697.0,27.84,70.55,121015.0,306658.0,7024.0,2012,,7024.0,1.62,DEM
Idaho,4.0,0.0,656742.0,64.09,32.4,420911.0,212787.0,23044.0,2012,,23044.0,3.51,REP
Illinois,0.0,20.0,5251432.0,40.66,57.5,2135216.0,3019512.0,96704.0,2012,,96704.0,1.84,DEM
Indiana,11.0,0.0,2633143.0,54.04,43.84,1422872.0,1154275.0,55996.0,2012,,55996.0,2.13,REP
Iowa,0.0,6.0,1582180.0,46.18,51.99,730617.0,822544.0,29019.0,2012,,29019.0,1.83,DEM
Kansas,6.0,0.0,1157532.0,59.59,38.0,689809.0,439908.0,27815.0,2012,,27815.0,2.4,REP
Kentucky,8.0,0.0,1798048.0,60.47,37.78,1087190.0,679370.0,31488.0,2012,,31488.0,1.75,REP
Louisiana,8.0,0.0,1994065.0,57.78,40.58,1152262.0,809141.0,32662.0,2012,,32662.0,1.64,REP
Maine,0.0,4.0,713180.0,40.98,56.27,292276.0,401306.0,19598.0,2012,,19598.0,2.75,DEM
Maryland,0.0,10.0,2707327.0,35.9,61.97,971869.0,1677844.0,57614.0,2012,,57614.0,2.13,DEM
Massachusetts,0.0,11.0,3167767.0,37.52,60.67,1188460.0,1921761.0,57546.0,2012,,57546.0,1.82,DEM
Michigan,0.0,16.0,4745316.0,44.58,54.04,2115256.0,2564569.0,65491.0,2012,,65491.0,1.38,DEM
Minnesota,0.0,10.0,2936561.0,44.96,52.65,1320225.0,1546167.0,70169.0,2012,,70169.0,2.39,DEM
Mississippi,6.0,0.0,1285584.0,55.29,43.79,710746.0,562949.0,11889.0,2012,,11889.0,0.92,REP
Missouri,10.0,0.0,2763689.0,53.64,44.28,1482440.0,1223796.0,57453.0,2012,,57453.0,2.08,REP
Montana,3.0,0.0,484484.0,55.3,41.66,267928.0,201839.0,14717.0,2012,,14717.0,3.04,REP
Nebraska,5.0,0.0,794379.0,59.8,38.03,475064.0,302081.0,17234.0,2012,,17234.0,2.17,REP
Nevada,0.0,6.0,1014918.0,45.68,52.36,463567.0,531373.0,19978.0,2012,,19978.0,1.97,DEM
New Hampshire,0.0,4.0,710972.0,46.4,51.98,329918.0,369561.0,11493.0,2012,,11493.0,1.62,DEM
New Jersey,0.0,14.0,3651140.0,40.5,58.25,1478749.0,2126610.0,45781.0,2012,,45781.0,1.25,DEM
New Mexico,0.0,5.0,783757.0,42.84,52.99,335788.0,415335.0,32634.0,2012,,32634.0,4.16,DEM
New York,0.0,29.0,7081536.0,35.17,63.35,2490496.0,4485877.0,105163.0,2012,,105163.0,1.49,DEM
North Carolina,15.0,0.0,4505372.0,50.39,48.35,2270395.0,2178391.0,56586.0,2012,,56586.0,1.26,REP
North Dakota,3.0,0.0,322627.0,58.32,38.69,188163.0,124827.0,9637.0,2012,,9637.0,2.99,REP
Ohio,0.0,18.0,5590934.0,47.6,50.58,2661437.0,2827709.0,101788.0,2012,,101788.0,1.82,DEM
Oklahoma,7.0,0.0,1334872.0,66.77,33.23,891325.0,443547.0,0.0,2012,,0.0,0.0,REP
Oregon,0.0,7.0,1789270.0,42.15,54.24,754175.0,970488.0,64607.0,2012,,64607.0,3.61,DEM
Pennsylvania,0.0,20.0,5755620.0,46.57,51.95,2680434.0,2990274.0,84912.0,2012,,84912.0,1.48,DEM
Rhode Island,0.0,4.0,446049.0,35.24,62.7,157204.0,279677.0,9168.0,2012,,9168.0,2.06,DEM
South Carolina,9.0,0.0,1964118.0,54.56,44.09,1071645.0,865941.0,26532.0,2012,,26532.0,1.35,REP
South Dakota,3.0,0.0,363815.0,57.89,39.87,210610.0,145039.0,8166.0,2012,,8166.0,2.24,REP
Tennessee,11.0,0.0,2460904.0,59.42,39.04,1462330.0,960709.0,37865.0,2012,,37865.0,1.54,REP
Texas,38.0,0.0,7999657.0,57.13,41.35,4569843.0,3308124.0,121690.0,2012,,121690.0,1.52,REP
Utah,6.0,0.0,1020861.0,72.55,24.67,740600.0,251813.0,28448.0,2012,,28448.0,2.79,REP
Vermont,0.0,3.0,299290.0,30.97,66.57,92698.0,199239.0,7353.0,2012,,7353.0,2.46,DEM
Virginia,0.0,13.0,3854489.0,47.28,51.16,1822522.0,1971820.0,60147.0,2012,,60147.0,1.56,DEM
Washington,0.0,12.0,3145958.0,41.03,55.8,1290670.0,1755396.0,99892.0,2012,,99892.0,3.18,DEM
West Virginia,5.0,0.0,672119.0,62.14,35.45,417655.0,238269.0,16195.0,2012,,16195.0,2.41,REP
Wisconsin,0.0,10.0,3068434.0,45.89,52.83,1407966.0,1620985.0,39483.0,2012,,39483.0,1.29,DEM
Wyoming,3.0,0.0,249061.0,68.64,27.82,170962.0,69286.0,8813.0,2012,,8813.0,3.54,REP
Alabama,9.0,0.0,2123372.0,62.08,34.36,1318255.0,729547.0,44467.0,2016,31103.0,75570.0,3.56,REP
Alaska,3.0,0.0,318608.0,51.28,36.55,163387.0,116454.0,18725.0,2016,20042.0,38767.0,12.17,REP
Arizona,11.0,0.0,2604657.0,48.08,44.58,1252401.0,1161167.0,106327.0,2016,84762.0,191089.0,7.34,REP
Arkansas,6.0,0.0,1130676.0,60.57,33.65,684872.0,380494.0,29949.0,2016,35361.0,65310.0,5.78,REP
California,0.0,55.0,14243449.0,31.48,61.46,4483814.0,8753792.0,478500.0,2016,527343.0,1005843.0,7.06,DEM
Colorado,0.0,9.0,2780247.0,43.25,48.16,1202484.0,1338870.0,144121.0,2016,94772.0,238893.0,8.59,DEM
Connecticut,0.0,7.0,1644920.0,40.93,54.57,673215.0,897572.0,48676.0,2016,25457.0,74133.0,4.51,DEM
Delaware,0.0,3.0,443814.0,41.71,53.09,185127.0,235603.0,14757.0,2016,8327.0,23084.0,5.2,DEM
D. C.,0.0,3.0,311268.0,4.09,90.86,12723.0,282830.0,4906.0,2016,10809.0,15715.0,5.05,DEM
Florida,29.0,0.0,9502747.0,48.6,47.41,4617886.0,4504975.0,207043.0,2016,172843.0,379886.0,4.0,REP
Georgia,16.0,0.0,4146825.0,50.38,45.29,2089104.0,1877963.0,125306.0,2016,54452.0,179758.0,4.33,REP
Hawaii,0.0,3.0,428937.0,30.04,62.22,128847.0,266891.0,15954.0,2016,17245.0,33199.0,7.74,DEM
Idaho,4.0,0.0,690433.0,59.25,27.48,409055.0,189765.0,28331.0,2016,63282.0,91613.0,13.27,REP
Illinois,0.0,20.0,5595279.0,38.35,55.24,2146015.0,3090729.0,209596.0,2016,148939.0,358535.0,6.41,DEM
Indiana,11.0,0.0,2760375.0,56.42,37.43,1557286.0,1033126.0,133993.0,2016,35970.0,169963.0,6.16,REP
Iowa,6.0,0.0,1566031.0,51.15,41.74,800983.0,653669.0,59186.0,2016,52193.0,111379.0,7.11,REP
Kansas,6.0,0.0,1197570.0,56.03,35.66,671018.0,427005.0,55406.0,2016,44141.0,99547.0,8.31,REP
Kentucky,8.0,0.0,1924150.0,62.52,32.68,1202971.0,628854.0,53752.0,2016,38573.0,92325.0,4.8,REP
Louisiana,8.0,0.0,2029032.0,58.09,38.45,1178638.0,780154.0,37978.0,2016,32262.0,70240.0,3.46,REP
Maine,1.0,3.0,747927.0,44.87,47.83,335593.0,357735.0,38105.0,2016,16494.0,54599.0,7.3,DEM
Maryland,0.0,10.0,2781446.0,33.91,60.33,943169.0,1677928.0,79605.0,2016,80744.0,160349.0,5.76,DEM
Massachusetts,0.0,11.0,3325046.0,32.81,60.01,1090893.0,1995196.0,138018.0,2016,100939.0,238957.0,7.19,DEM
Michigan,16.0,0.0,4824542.0,47.25,47.03,2279543.0,2268839.0,172136.0,2016,104024.0,276160.0,5.72,REP
Minnesota,0.0,10.0,2945233.0,44.93,46.44,1323232.0,1367825.0,112984.0,2016,141192.0,254176.0,8.63,DEM
Mississippi,6.0,0.0,1211088.0,57.86,40.06,700714.0,485131.0,14435.0,2016,10808.0,25243.0,2.08,REP
Missouri,10.0,0.0,2828266.0,56.38,37.87,1594511.0,1071068.0,97359.0,2016,65328.0,162687.0,5.75,REP
Montana,3.0,0.0,501822.0,55.65,35.41,279240.0,177709.0,28037.0,2016,16836.0,44873.0,8.94,REP
Nebraska,5.0,0.0,844232.0,58.75,33.7,495961.0,284494.0,38946.0,2016,24831.0,63777.0,7.55,REP
Nevada,0.0,6.0,1125385.0,45.5,47.92,512058.0,539260.0,37384.0,2016,36683.0,74067.0,6.58,DEM
New Hampshire,0.0,4.0,744296.0,46.46,46.83,345790.0,348526.0,30777.0,2016,19203.0,49980.0,6.72,DEM
New Jersey,0.0,14.0,3906723.0,41.0,54.99,1601933.0,2148278.0,72477.0,2016,84035.0,156512.0,4.01,DEM
New Mexico,0.0,5.0,798319.0,40.04,48.26,319667.0,385234.0,74541.0,2016,18877.0,93418.0,11.7,DEM
New York,0.0,29.0,7721795.0,36.51,59.0,2819557.0,4556142.0,176600.0,2016,169496.0,346096.0,4.48,DEM
North Carolina,15.0,0.0,4741564.0,49.83,46.17,2362631.0,2189316.0,130126.0,2016,59491.0,189617.0,4.0,REP
North Dakota,3.0,0.0,344360.0,62.96,27.23,216794.0,93758.0,21434.0,2016,12374.0,33808.0,9.82,REP
Ohio,18.0,0.0,5536547.0,51.31,43.24,2841006.0,2394169.0,174498.0,2016,126874.0,301372.0,5.44,REP
Oklahoma,7.0,0.0,1452992.0,65.32,28.93,949136.0,420375.0,83481.0,2016,0.0,83481.0,5.75,REP
Oregon,0.0,7.0,2001336.0,39.09,50.07,782403.0,1002106.0,94231.0,2016,122596.0,216827.0,10.83,DEM
Pennsylvania,20.0,0.0,6166938.0,48.17,47.45,2970742.0,2926458.0,146719.0,2016,123019.0,269738.0,4.37,REP
Rhode Island,0.0,4.0,464144.0,38.9,54.41,180543.0,252525.0,14746.0,2016,16330.0,31076.0,6.7,DEM
South Carolina,9.0,0.0,2103027.0,54.94,40.67,1155389.0,855373.0,49204.0,2016,43061.0,92265.0,4.39,REP
South Dakota,3.0,0.0,370111.0,61.53,31.74,227731.0,117466.0,20850.0,2016,4064.0,24914.0,6.73,REP
Tennessee,11.0,0.0,2508027.0,60.72,34.72,1522925.0,870695.0,70397.0,2016,44010.0,114407.0,4.56,REP
Texas,36.0,0.0,8993855.0,52.09,43.12,4685047.0,3877868.0,283492.0,2016,147448.0,430940.0,4.79,REP
Utah,6.0,0.0,1143732.0,45.05,27.16,515231.0,310676.0,39608.0,2016,278217.0,317825.0,27.79,REP
Vermont,0.0,3.0,315067.0,30.27,56.68,95369.0,178573.0,10078.0,2016,31047.0,41125.0,13.05,DEM
Virginia,0.0,13.0,3982752.0,44.43,49.75,1769443.0,1981473.0,118274.0,2016,113562.0,231836.0,5.82,DEM
Washington,0.0,8.0,3316996.0,36.83,52.54,1221747.0,1742718.0,160879.0,2016,191652.0,352531.0,10.63,DEM
West Virginia,5.0,0.0,721261.0,67.85,26.18,489371.0,188794.0,23004.0,2016,20092.0,43096.0,5.98,REP
Wisconsin,10.0,0.0,2976150.0,47.22,46.45,1405284.0,1382536.0,106674.0,2016,81656.0,188330.0,6.33,REP
Wyoming,3.0,0.0,255849.0,68.17,21.88,174419.0,55973.0,13287.0,2016,12170.0,25457.0,9.95,REP
Alabama,9.0,0.0,2323282.0,62.03,36.57,1441170.0,849624.0,32488.0,2020,,32488.0,1.4,REP
Alaska,3.0,0.0,359530.0,52.83,42.77,189951.0,153778.0,15801.0,2020,,15801.0,4.39,REP
Arizona,0.0,11.0,3397388.0,48.91,49.22,1661686.0,1672143.0,63559.0,2020,,63559.0,1.87,DEM
Arkansas,6.0,0.0,1219069.0,62.4,34.78,760647.0,423932.0,34490.0,2020,,34490.0,2.83,REP
California,0.0,55.0,17531845.0,34.26,63.37,6006518.0,11110639.0,414688.0,2020,,414688.0,2.37,DEM
Colorado,0.0,9.0,3256980.0,41.9,55.4,1364607.0,1804352.0,88021.0,2020,,88021.0,2.7,DEM
Connecticut,0.0,7.0,1824456.0,39.21,59.24,715311.0,1080831.0,28314.0,2020,,28314.0,1.55,DEM
Delaware,0.0,3.0,504346.0,39.77,58.74,200603.0,296268.0,7475.0,2020,,7475.0,1.48,DEM
D. C.,0.0,3.0,344356.0,5.4,92.15,18586.0,317323.0,8447.0,2020,,8447.0,2.45,DEM
Florida,29.0,0.0,11092221.0,51.11,47.75,5668731.0,5297045.0,126445.0,2020,,126445.0,1.14,REP
Georgia,0.0,16.0,4999960.0,49.24,49.47,2461854.0,2473633.0,64473.0,2020,,64473.0,1.29,DEM
Hawaii,0.0,4.0,574469.0,34.27,63.73,196864.0,366130.0,11475.0,2020,,11475.0,2.0,DEM
Idaho,4.0,0.0,870351.0,63.67,32.98,554119.0,287021.0,29211.0,2020,,29211.0,3.36,REP
Illinois,0.0,20.0,6049516.0,40.45,57.39,2446891.0,3471915.0,130710.0,2020,,130710.0,2.16,DEM
Indiana,11.0,0.0,3039801.0,56.91,40.87,1729863.0,1242505.0,67433.0,2020,,67433.0,2.22,REP
Iowa,6.0,0.0,1690871.0,53.09,44.89,897672.0,759061.0,34138.0,2020,,34138.0,2.02,REP
Kansas,6.0,0.0,1377484.0,56.0,41.4,771406.0,570323.0,35755.0,2020,,35755.0,2.6,REP
Kentucky,8.0,0.0,2138009.0,62.05,36.13,1326646.0,772474.0,38889.0,2020,,38889.0,1.82,REP
Louisiana,8.0,0.0,2148062.0,58.46,39.85,1255776.0,856034.0,36252.0,2020,,36252.0,1.69,REP
Maine,1.0,3.0,819461.0,44.03,53.09,360770.0,435072.0,23619.0,2020,,23619.0,2.88,DEM
Maryland,0.0,10.0,3037030.0,32.15,65.36,976414.0,1985023.0,75593.0,2020,,75593.0,2.49,DEM
Massachusetts,0.0,11.0,3631402.0,32.14,65.6,1167202.0,2382202.0,81998.0,2020,,81998.0,2.26,DEM
Michigan,0.0,16.0,5547186.0,47.77,50.55,2649864.0,2804045.0,93277.0,2020,,93277.0,1.68,DEM
Minnesota,0.0,10.0,3277171.0,45.28,52.4,1484065.0,1717077.0,76029.0,2020,,76029.0,2.32,DEM
Mississippi,6.0,0.0,1314475.0,57.57,41.04,756764.0,539398.0,18313.0,2020,,18313.0,1.39,REP
Missouri,10.0,0.0,3030748.0,56.71,41.34,1718736.0,1253014.0,58998.0,2020,,58998.0,1.95,REP
Montana,3.0,0.0,605570.0,56.74,40.42,343602.0,244786.0,17182.0,2020,,17182.0,2.84,REP
Nebraska,4.0,1.0,956383.0,58.22,39.17,556846.0,374583.0,24954.0,2020,,24954.0,2.61,REP
Nevada,0.0,6.0,1405376.0,47.67,50.06,669890.0,703486.0,32000.0,2020,,32000.0,2.28,DEM
New Hampshire,0.0,4.0,806215.0,45.36,52.71,365660.0,424937.0,15618.0,2020,,15618.0,1.94,DEM
New Jersey,0.0,14.0,4565182.0,41.25,57.14,1883313.0,2608400.0,73469.0,2020,,73469.0,1.61,DEM
New Mexico,0.0,5.0,923965.0,43.5,54.29,401894.0,501614.0,20457.0,2020,,20457.0,2.21,DEM
New York,0.0,29.0,8632255.0,37.67,60.76,3251997.0,5244886.0,135372.0,2020,,135372.0,1.57,DEM
North Carolina,15.0,0.0,5524804.0,49.93,48.59,2758775.0,2684292.0,81737.0,2020,,81737.0,1.48,REP
North Dakota,3.0,0.0,361819.0,65.11,31.76,235595.0,114902.0,11322.0,2020,,11322.0,3.13,REP
Ohio,18.0,0.0,5932446.0,53.18,45.16,3154834.0,2679165.0,98447.0,2020,,98447.0,1.66,REP
Oklahoma,7.0,0.0,1560699.0,65.37,32.29,1020280.0,503890.0,36529.0,2020,,36529.0,2.34,REP
Oregon,0.0,7.0,2374321.0,40.37,56.45,958448.0,1340383.0,75490.0,2020,,75490.0,3.18,DEM
Pennsylvania,0.0,20.0,6940449.0,48.69,49.87,3379055.0,3461221.0,100173.0,2020,,100173.0,1.44,DEM
Rhode Island,0.0,4.0,517757.0,38.61,59.39,199922.0,307486.0,10349.0,2020,,10349.0,2.0,DEM
South Carolina,9.0,0.0,2513329.0,55.11,43.43,1385103.0,1091541.0,36685.0,2020,,36685.0,1.46,REP
South Dakota,3.0,0.0,422609.0,61.77,35.61,261043.0,150471.0,11095.0,2020,,11095.0,2.63,REP
Tennessee,11.0,0.0,3053851.0,60.66,37.45,1852475.0,1143711.0,57665.0,2020,,57665.0,1.89,REP
Texas,38.0,0.0,11326874.0,52.0,46.43,5890428.0,5259215.0,177231.0,2020,,177231.0,1.56,REP
Utah,6.0,0.0,1505982.0,57.45,37.2,865140.0,560282.0,80560.0,2020,,80560.0,5.35,REP
Vermont,0.0,3.0,367428.0,30.67,66.09,112704.0,242820.0,11904.0,2020,,11904.0,3.24,DEM
Virginia,0.0,13.0,4460524.0,44.0,54.11,1962430.0,2413568.0,84526.0,2020,,84526.0,1.89,DEM
Washington,0.0,12.0,4087631.0,38.77,57.97,1584651.0,2369612.0,133368.0,2020,,133368.0,3.26,DEM
West Virginia,5.0,0.0,794731.0,68.62,29.69,545382.0,235984.0,13365.0,2020,,13365.0,1.68,REP
Wisconsin,0.0,10.0,3298041.0,48.82,49.45,1610184.0,1630866.0,56991.0,2020,,56991.0,1.73,DEM
Wyoming,3.0,0.0,276765.0,69.94,26.55,193559.0,73491.0,9715.0,2020,,9715.0,3.51,REP
